"Landcover_Class","EVT_Nick","EVC_Name","EVH_Name","SumCO2_ha","SumCO2total","Area_Ha","SumCO2_nonsoil","SumCO2_soil","SumCO2_emissions","OID","CO2e_nonsoil","CO2e_soil","N2O_emissions","CH4_emissions"
"Wetland","Wetland","Herb Cover >= 90 and <= 100%","Herb Height 0 to 0.5 meters",108.11,58.38,0.54,5.94,54.44,-2.00,5796,11.01,100.81,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 90 and <= 100%","Herb Height 0 to 0.5 meters",108.09,9.72,0.09,0.66,9.07,-5.39999987930059e-03,5995,7.34,100.81,-0.06,0.00
"Grassland","Grassland","Tree Cover >= 50 and < 60%","Forest Height 5 to 10 meters",62.58,5.63,0.09,0.66,4.97,-5.39999987930059e-03,7326,7.34,55.30,-0.06,0.00
"Shrubland","California Mesic Chaparral","Shrub Cover >= 50 and < 60%","Shrub Height 0.5 to 1.0 meter",357.36,64.32,0.18,50.37,13.95,0.00,7666,279.85,77.51,0.00,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",81.06,2575.57,31.77,349.78,2343.57,-117.78,5834,11.01,73.76,0.00,-3.70
"Rice","Rice","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",80.02,64.81,0.81,2.97,65.61,-3.77,7459,3.67,81.00,-0.28,-4.37
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.58,11.26,0.18,1.32,9.95,-0.01,6365,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",108.09,583.71,5.40,39.63,544.40,-0.32,6161,7.34,100.81,-0.06,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",45.77,37.07,0.81,8.91,30.14,-1.98,6296,11.01,37.21,-2.45,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.65,625.93,9.99,109.98,540.41,-24.47,6311,11.01,54.09,-2.45,0.00
"Urban","Developed","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",106.87,28.85,0.27,7.92,20.92,0.00,6445,29.36,77.51,0.00,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",85.77,192.99,2.25,16.51,182.26,-5.78,6044,7.34,81.00,-2.57,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",76.63,1524.33,19.89,218.98,1354.08,-48.73,5752,11.01,68.07,-2.45,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",69.31,299.44,4.32,31.70,278.83,-11.10,5884,7.34,64.54,-2.57,0.00
"Urban","Developed","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",84.66,7.62,0.09,2.64,4.97,0.00,6287,29.36,55.30,0.00,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",50.65,95.73,1.89,13.87,86.72,-4.85,3993,7.34,45.88,-2.57,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",81.04,474.12,5.85,42.93,431.53,-0.35,5142,7.34,73.76,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",84.79,20718.53,244.35,1793.52,18939.66,-14.66,2872,7.34,77.51,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",84.79,984.41,11.61,85.21,899.89,-0.69,3032,7.34,77.51,-0.06,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.60,535.31,8.55,94.13,472.87,-31.69,5130,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.58,174.61,2.79,20.47,154.30,-0.16,2823,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.58,889.98,14.22,104.37,786.46,-0.85,5299,7.34,55.30,-0.06,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",108.11,139740.65,1292.49,14230.31,130302.25,-4791.90,4892,11.01,100.81,0.00,-3.70
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",139.03,900.92,6.48,406.18,507.49,-12.76,4992,62.68,78.31,-1.97,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",108.09,21295.77,197.01,1446.05,19861.54,-11.82,3391,7.34,100.81,-0.06,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",122.95,11.06,0.09,5.64,5.60,-0.17,5170,62.68,62.24,-1.97,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",81.04,36.47,0.45,3.30,33.19,-0.02,5262,7.34,73.76,-0.06,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",122.55,330.89,2.70,169.24,166.96,-5.31,4869,62.68,61.83,-1.97,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",103.87,112.18,1.08,67.69,46.61,-2.12,4288,62.68,43.15,-1.97,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.60,2400.44,38.34,422.12,2120.46,-142.14,4852,11.01,55.30,0.00,-3.70
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",84.81,20212.61,238.32,2623.90,18472.27,-883.57,5320,11.01,77.51,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0 to 0.5 meters",62.58,118.28,1.89,13.87,104.53,-0.11,5263,7.34,55.30,-0.06,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 60 and < 70%","Shrub Height 0.5 to 1.0 meter",312.98,28.16,0.09,21.19,6.97,0.00,1020,235.47,77.51,0.00,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 60 and < 70%","Shrub Height 0.5 to 1.0 meter",290.78,26.17,0.09,21.19,4.97,0.00,1021,235.47,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",108.11,9088.34,84.06,925.50,8474.50,-311.65,5896,11.01,100.81,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",81.06,14.59,0.18,1.98,13.27,-0.66,6127,11.01,73.76,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",62.60,16.90,0.27,2.97,14.93,-1.00,6057,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",108.09,38.91,0.36,2.64,36.29,-0.02,6642,7.34,100.81,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",85.77,7.71,0.09,0.66,7.29,-0.23,6341,7.34,81.00,-2.57,0.00
"Wetland","Wetland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",62.60,225.39,3.60,39.63,199.10,-13.34,6262,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",84.79,22.89,0.27,1.98,20.92,-0.01,6508,7.34,77.51,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",84.81,2038.05,24.03,264.57,1862.57,-89.09,6429,11.01,77.51,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",62.58,11.26,0.18,1.32,9.95,-0.01,6191,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",81.04,7.29,0.09,0.66,6.63,-5.39999987930059e-03,3709,7.34,73.76,-0.06,0.00
"Orchard","Orchard","Shrub Cover >= 40 and < 50%","Shrub Height 1.0 to 3.0 meters",103.87,9.34,0.09,5.64,3.88,-0.17,3691,62.68,43.15,-1.97,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 60 and < 70%","Shrub Height 0.5 to 1.0 meter",207.15,18.64,0.09,11.66,6.97,0.00,7690,129.64,77.51,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",376.30,812.81,2.16,645.39,167.42,0.00,7368,298.79,77.51,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",354.09,541.77,1.53,457.15,84.61,0.00,7429,298.79,55.30,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",354.09,31.86,0.09,26.89,4.97,0.00,3644,298.79,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",62.60,11.26,0.18,1.98,9.95,-0.66,4060,11.01,55.30,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",62.60,5.63,0.09,0.99,4.97,-0.33,3654,11.01,55.30,0.00,-3.70
"Orchard","Orchard","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",139.03,25.02,0.18,11.28,14.09,-0.35,4357,62.68,78.31,-1.97,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 70 and < 80%","Shrub Height 0.5 to 1.0 meter",184.94,16.64,0.09,11.66,4.97,0.00,7637,129.64,55.30,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",84.79,38.15,0.45,3.30,34.87,-0.02,952,7.34,77.51,-0.06,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",312.98,84.50,0.27,63.57,20.92,0.00,834,235.47,77.51,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",62.65,50.75,0.81,8.91,43.81,-1.98,784,11.01,54.09,-2.45,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 80 and < 90%","Shrub Height 1.0 to 3.0 meters",309.24,55.66,0.18,42.38,13.27,0.00,2397,235.47,73.76,0.00,0.00
"Wetland","Wetland","Herb Cover >= 20 and < 30%","Herb Height 0 to 0.5 meters",108.11,9.73,0.09,0.99,9.07,-0.33,7300,11.01,100.81,0.00,-3.70
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 60 and < 70%","Shrub Height > 3.0 meters",290.78,26.17,0.09,21.19,4.97,0.00,2079,235.47,55.30,0.00,0.00
"Shrubland","Inter-Mountain Basins Montane Riparian Shrubland","Shrub Cover >= 60 and < 70%","Shrub Height > 3.0 meters",290.78,418.72,1.44,339.08,79.64,0.00,2068,235.47,55.30,0.00,0.00
"Forest","California Montane Woodland and Chaparral","Shrub Cover >= 60 and < 70%","Shrub Height > 3.0 meters",420.58,189.26,0.45,154.38,34.87,0.00,7309,343.07,77.51,0.00,0.00
"Orchard","Orchard","Tree Cover >= 80 and < 90%","Forest Height 10 to 25 meters",122.55,297.80,2.43,152.32,150.26,-4.78,7420,62.68,61.83,-1.97,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",50.65,4.55,0.09,0.66,4.12,-0.23,5646,7.34,45.88,-2.57,0.00
"Vineyard","Vineyard","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",71.57,6.44,0.09,0.95,5.56,-0.08,6827,10.64,61.83,-0.91,0.00
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",55.30,4.97,0.09,0.00,4.97,0.00,6817,0.00,55.30,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",108.09,29.18,0.27,1.98,27.22,-0.01,6833,7.34,100.81,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",108.11,58.38,0.54,5.94,54.44,-2.00,6873,11.01,100.81,0.00,-3.70
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",62.60,5.63,0.09,0.99,4.97,-0.33,6862,11.01,55.30,0.00,-3.70
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",77.51,6.97,0.09,0.00,6.97,0.00,6465,0.00,77.51,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",84.79,251.82,2.97,21.79,230.20,-0.17,4068,7.34,77.51,-0.06,0.00
"Shrubland","Western Warm Temperate Developed Ruderal Shrubland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",100.81,9.07,0.09,0.00,9.07,0.00,3110,0.00,100.81,0.00,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",85.77,23.15,0.27,1.98,21.87,-0.69,3799,7.34,81.00,-2.57,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",62.65,45.11,0.72,7.92,38.94,-1.76,5485,11.01,54.09,-2.45,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",122.55,143.38,1.17,73.33,72.35,-2.30,4296,62.68,61.83,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",139.03,12.51,0.09,5.64,7.04,-0.17,4901,62.68,78.31,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",103.87,56.09,0.54,33.84,23.30,-1.06,3882,62.68,43.15,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",122.95,11.06,0.09,5.64,5.60,-0.17,5103,62.68,62.24,-1.97,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",62.58,16.89,0.27,1.98,14.93,-0.01,4262,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",81.04,7.29,0.09,0.66,6.63,-5.39999987930059e-03,5265,7.34,73.76,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height > 3.0 meters",69.31,49.90,0.72,5.28,46.47,-1.85,3814,7.34,64.54,-2.57,0.00
"Grassland","Grassland","Tree Cover >= 40 and < 50%","Forest Height 5 to 10 meters",84.79,7.63,0.09,0.66,6.97,-5.39999987930059e-03,7331,7.34,77.51,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",108.09,301.58,2.79,20.47,281.27,-0.16,6102,7.34,100.81,-0.06,0.00
"Urban","Urban","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",106.87,9.61,0.09,2.64,6.97,0.00,6076,29.36,77.51,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",76.63,13.79,0.18,1.98,12.25,-0.44,6537,11.01,68.07,-2.45,0.00
"Urban","Developed","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",130.17,11.71,0.09,2.64,9.07,0.00,7221,29.36,100.81,0.00,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",50.65,18.23,0.36,2.64,16.51,-0.92,6565,7.34,45.88,-2.57,0.00
"Urban","Developed","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",106.87,19.23,0.18,5.28,13.95,0.00,6740,29.36,77.51,0.00,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",81.04,43.76,0.54,3.96,39.83,-0.03,5948,7.34,73.76,-0.06,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",45.77,12.35,0.27,2.97,10.04,-0.66,5960,11.01,37.21,-2.45,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.58,270.37,4.32,31.70,238.92,-0.25,4080,7.34,55.30,-0.06,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",69.31,2401.79,34.65,254.33,2236.51,-89.05,3447,7.34,64.54,-2.57,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",84.79,155598.86,1835.10,13469.63,142239.33,-110.10,1146,7.34,77.51,-0.06,0.00
"Orchard","Orchard","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",103.87,2159.51,20.79,1303.19,897.27,-40.95,3474,62.68,43.15,-1.97,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",69.71,18.82,0.27,1.98,17.53,-0.69,2278,7.34,64.94,-2.57,0.00
"Wetland","Wetland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",108.11,47164.05,436.23,4802.89,43978.48,-1617.32,4158,11.01,100.81,0.00,-3.70
"Orchard","Orchard","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",122.55,827.23,6.75,423.11,417.41,-13.29,695,62.68,61.83,-1.97,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.58,11.26,0.18,1.32,9.95,-0.01,5305,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",108.09,82906.62,766.98,5629.63,77323.01,-46.01,3298,7.34,100.81,-0.06,0.00
"Wetland","Wetland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.60,264.83,4.23,46.57,233.94,-15.68,5344,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.58,10640.39,170.01,1247.87,9402.72,-10.20,3019,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.58,349.23,5.58,40.95,308.61,-0.33,3036,7.34,55.30,-0.06,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.65,95.86,1.53,16.84,82.76,-3.74,2978,11.01,54.09,-2.45,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",84.79,602.85,7.11,52.18,551.09,-0.42,2964,7.34,77.51,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",81.04,1801.67,22.23,163.16,1639.84,-1.33,3167,7.34,73.76,-0.06,0.00
"Wetland","Wetland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",62.60,3116.06,49.77,547.96,2752.62,-184.52,3698,11.01,55.30,0.00,-3.70
"Wetland","Wetland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",81.06,1488.43,18.36,202.14,1354.36,-68.06,5046,11.01,73.76,0.00,-3.70
"Orchard","Orchard","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",139.03,513.02,3.69,231.30,288.99,-7.26,4500,62.68,78.31,-1.97,0.00
"Orchard","Orchard","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",103.87,18.69,0.18,11.28,7.76,-0.35,4531,62.68,43.15,-1.97,0.00
"Urban","Urban","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,4736,29.36,55.30,0.00,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",85.77,1034.47,12.06,88.52,976.95,-30.99,4870,7.34,81.00,-2.57,0.00
"Vineyard","Vineyard","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",71.57,12.88,0.18,1.91,11.13,-0.16,4465,10.64,61.83,-0.91,0.00
"Wetland","Wetland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",84.81,8114.05,95.67,1053.32,7415.41,-354.69,4385,11.01,77.51,0.00,-3.70
"Orchard","Orchard","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",122.95,154.92,1.26,78.98,78.42,-2.48,5053,62.68,62.24,-1.97,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 40 and < 50%","Herb Height 0.5 to 1.0 meters",50.65,1103.24,21.78,159.86,999.35,-55.97,4656,7.34,45.88,-2.57,0.00
"Urban","Developed","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",106.87,9.61,0.09,2.64,6.97,0.00,6045,29.36,77.51,0.00,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.60,39.44,0.63,6.93,34.84,-2.33,5928,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",84.79,129.72,1.53,11.23,118.59,-0.09,2070,7.34,77.51,-0.06,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",139.03,62.56,0.45,28.20,35.24,-0.88,4139,62.68,78.31,-1.97,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",84.79,5425.73,63.99,469.68,4959.89,-3.83,1094,7.34,77.51,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.58,22.53,0.36,2.64,19.91,-0.02,3551,7.34,55.30,-0.06,0.00
"Urban","Developed","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",130.17,11.71,0.09,2.64,9.07,0.00,3995,29.36,100.81,0.00,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",103.87,233.71,2.25,141.03,97.10,-4.43,3505,62.68,43.15,-1.97,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",108.09,1225.79,11.34,83.23,1143.24,-0.68,3528,7.34,100.81,-0.06,0.00
"Vineyard","Vineyard","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",52.89,4.76,0.09,0.95,3.88,-0.08,3480,10.64,43.15,-0.91,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.60,501.50,8.01,88.19,443.00,-29.69,3552,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.58,16.89,0.27,1.98,14.93,-0.01,3535,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.58,84.49,1.35,9.90,74.66,-0.08,1002,7.34,55.30,-0.06,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",103.87,18.69,0.18,11.28,7.76,-0.35,4065,62.68,43.15,-1.97,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",69.71,6.27,0.09,0.66,5.84,-0.23,2234,7.34,64.94,-2.57,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",81.06,145.92,1.80,19.81,132.78,-6.67,5480,11.01,73.76,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.58,659.04,10.53,77.29,582.38,-0.63,2841,7.34,55.30,-0.06,0.00
"Urban","Urban","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",84.66,15.24,0.18,5.28,9.95,0.00,5228,29.36,55.30,0.00,0.00
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",122.55,165.44,1.35,84.62,83.48,-2.65,2985,62.68,61.83,-1.97,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",45.77,4.11,0.09,0.99,3.34,-0.22,3884,11.01,37.21,-2.45,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",50.65,150.44,2.97,21.79,136.27,-7.63,3206,7.34,45.88,-2.57,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",69.31,293.20,4.23,31.04,273.02,-10.87,3200,7.34,64.54,-2.57,0.00
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",84.81,618.28,7.29,80.26,565.05,-27.02,4382,11.01,77.51,0.00,-3.70
"Wetland","Wetland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",108.11,5857.80,54.18,596.52,5462.15,-200.87,4291,11.01,100.81,0.00,-3.70
"Orchard","Orchard","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",122.95,11.06,0.09,5.64,5.60,-0.17,5086,62.68,62.24,-1.97,0.00
"Irrigated Pasture","Irrigated Pasture","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",62.65,5.63,0.09,0.99,4.86,-0.22,3113,11.01,54.09,-2.45,0.00
"Annual Cropland","Annual Cropland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",85.77,61.75,0.72,5.28,58.32,-1.85,4374,7.34,81.00,-2.57,0.00
"Grassland","Grassland","Herb Cover >= 30 and < 40%","Herb Height 0.5 to 1.0 meters",81.04,153.17,1.89,13.87,139.41,-0.11,2583,7.34,73.76,-0.06,0.00
"Wetland","Wetland","Herb Cover >= 10 and < 20%","Herb Height 0 to 0.5 meters",108.11,77.84,0.72,7.92,72.58,-2.66,6580,11.01,100.81,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 10 and < 20%","Herb Height 0 to 0.5 meters",62.58,5.63,0.09,0.66,4.97,-5.39999987930059e-03,6167,7.34,55.30,-0.06,0.00
"Wetland","Wetland","Herb Cover >= 10 and < 20%","Herb Height 0 to 0.5 meters",84.81,22.89,0.27,2.97,20.92,-1.00,6541,11.01,77.51,0.00,-3.70
"Grassland","Grassland","Herb Cover >= 10 and < 20%","Herb Height 0 to 0.5 meters",108.09,9.72,0.09,0.66,9.07,-5.39999987930059e-03,6435,7.34,100.81,-0.06,0.00
